0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.139857450720517719e-04,3.445678015586047514e-04,4.130884132380609978e-04
1.022639149831743439e-04,3.419995475740012815e-04,4.139051985394697516e-04
9.824760213105704723e-05,3.439944262886125638e-04,4.018375289693668930e-04
9.685944963579097740e-05,3.412803891405809904e-04,3.907487851605677539e-04
9.481297230133635368e-05,3.441063782914945937e-04,4.093447197677964333e-04
9.456579140769088665e-05,3.466612222259701629e-04,4.017583944421302690e-04
9.423022459962815910e-05,3.477082617987233915e-04,4.013272735902906558e-04
9.441027601839519141e-05,3.497037269400094721e-04,4.062707140763021827e-04
9.460818348378963064e-05,3.483992648411644031e-04,4.097260860133482047e-04
9.402648288076340772e-05,3.485660001995600642e-04,4.158804845580579401e-04
9.510460385211585543e-05,3.500976355361305639e-04,4.179454597691605391e-04
8.844261422393944220e-05,3.573424082288761809e-04,4.319701427722850420e-04
8.952380117525351663e-05,3.590095737407582766e-04,4.242892122507572832e-04
9.270027603955016226e-05,3.732522576419221435e-04,4.268998576309130711e-04
9.491747877590256302e-05,3.731928867623293656e-04,4.563923348593018712e-04
9.544321458888491096e-05,3.681331443188563248e-04,4.409230957828336162e-04
8.831185019666315473e-05,3.695972346144171328e-04,4.437046840825754229e-04
9.483741940424519304e-05,3.783325324918087262e-04,4.719774208036865986e-04
1.110008419687526677e-04,4.901887350738703877e-04,5.886965033239791641e-04
1.049142649249885142e-04,4.463073497033549861e-04,5.357203003906505596e-04
9.134600227196705449e-05,3.846670874860226531e-04,4.464221064512582655e-04
9.315512884622830848e-05,3.831486694847490359e-04,4.519693792522499207e-04
9.365089162536040343e-05,3.880994912470479624e-04,4.796070309257688944e-04
9.238350054267101816e-05,3.872156091254481589e-04,4.590009211160908350e-04
9.170893659858920925e-05,3.908446779294191993e-04,5.057947919980847933e-04
9.241207700638983985e-05,3.939905822879170350e-04,4.831428405039827007e-04
9.485453239818629771e-05,4.007241543830858854e-04,5.016401375101164949e-04
9.703025460247550679e-05,4.054594843431099933e-04,4.880816730820608626e-04
9.550020203571615016e-05,4.068188438985446661e-04,4.958898206094430362e-04
9.553718260039708676e-05,4.098308636539790871e-04,4.782765286848173598e-04
9.544482749431828247e-05,4.141756513112810831e-04,4.963893137113804073e-04
9.313778879190550374e-05,4.169221089039416004e-04,4.972215685768021243e-04
9.287872608942422279e-05,4.242809971790119134e-04,5.016554429990071002e-04
9.253965443332288425e-05,4.251853749628220925e-04,4.916881938589427866e-04
9.437198822284198572e-05,4.379925895503228978e-04,5.354325922884069786e-04
9.241132879944483102e-05,4.344705395121115869e-04,5.455037165943203660e-04
9.370551409528560011e-05,4.440525830215763395e-04,5.619665437342929483e-04
9.680252319395853382e-05,4.495065168544607219e-04,5.360905972369283410e-04
9.371488070084091338e-05,4.644242233703175875e-04,5.599862380123978240e-04
9.783679523216366487e-05,4.599179504810316167e-04,5.553476396610663914e-04
9.557889916466734989e-05,4.725710314495502927e-04,5.509805428899884573e-04
9.312846172064631535e-05,4.779127418701680950e-04,5.683802428118572662e-04
9.663481470788102970e-05,4.941012739745205247e-04,5.821217076240242693e-04
9.805401120386058645e-05,5.060660027194634376e-04,5.883760187012080549e-04
9.728812723560084717e-05,5.113492101038237970e-04,5.901187460053890178e-04
9.909568245864906722e-05,5.227365909717882064e-04,6.138649546922116682e-04
1.037097129007628020e-04,5.808650258498663718e-04,6.114069880305369369e-04
1.217341522203499286e-04,7.892779280254589008e-04,7.435078461610494533e-04
2.103915377647563867e-03,1.917745934971321758e-02,1.686365007259744281e-02
1.698110972648335479e-04,1.794994028530512865e-03,8.866385362073110057e-04
1.147145565218156101e-04,7.595990573403709660e-04,7.344659297676778970e-04
1.067741773994438943e-04,6.695206014427345373e-04,6.714670242331759317e-04
1.099639884809014108e-04,6.383663808803621007e-04,6.614082014898783239e-04
1.025712905013060255e-04,6.362820942814495680e-04,6.831982070808341294e-04
1.058454963976759622e-04,6.375458656673744758e-04,6.594396582565760371e-04
1.059109871154890602e-04,6.416517205266097576e-04,6.804137647237805484e-04
1.100138794700893433e-04,6.490028835476253401e-04,6.837280080530028009e-04
1.094409740307209568e-04,6.643198091334361630e-04,6.966971529078074292e-04
1.121776577178397932e-04,6.688670418978464845e-04,6.845122498419962346e-04
1.098789143679736240e-04,6.827171315489335328e-04,7.000758466306995558e-04
1.130635123864699346e-04,7.032454772562975447e-04,7.118710462863876882e-04
1.139246999298421960e-04,7.210657429641285964e-04,6.980870884577798511e-04
1.176422128204021529e-04,7.319796104781240050e-04,7.367082570195304225e-04
1.214800069385718780e-04,7.485179046094680381e-04,7.207170259246752260e-04
1.270009703311062333e-04,7.602765367507949030e-04,7.499184637040628033e-04
1.242798713282354550e-04,7.963461708477494357e-04,7.528066651706699164e-04
1.231381535016610746e-04,8.144607480883513887e-04,7.795210144918478593e-04
1.271798988547844910e-04,8.181798499633283856e-04,7.789345916565030940e-04
1.257446907750542711e-04,8.485454132470539009e-04,7.792720762418658097e-04
1.347735904552453581e-04,8.808676282771151422e-04,8.016059782332835958e-04
1.302450529598739510e-04,8.983270089426307952e-04,8.302030136720626747e-04
1.334771505762178182e-04,9.216217664264221825e-04,8.296539189024610328e-04
1.302532811160246249e-04,9.515163514431718888e-04,8.471391233574609731e-04
1.345895811925197649e-04,9.788875450849002929e-04,8.530051880077184389e-04
1.353418372777840555e-04,1.013917793195720941e-03,8.794463577318753543e-04
1.361421220172694016e-04,1.059257612230710653e-03,9.019103383379281115e-04
1.398796972451916303e-04,1.093326385493361341e-03,9.353478655607408128e-04
1.327902691314652496e-04,1.138075407071478199e-03,9.497633704034895170e-04
1.373150157098888705e-04,1.193813554859582491e-03,9.814817885632483134e-04
1.447553211429411437e-04,1.251948896201966494e-03,1.010580321831690276e-03
1.407806071221687184e-04,1.312328084411901489e-03,1.033387270073419118e-03
1.424116609847940549e-04,1.369591835540447458e-03,1.090872228177154147e-03
1.550325248519271264e-04,1.473262385782643817e-03,1.158685349909253709e-03
1.518905978197540791e-04,1.518778139897541393e-03,1.198203805261821315e-03
1.614423797942106246e-04,1.596597094239229214e-03,1.220017100307952372e-03
1.683222560599147730e-04,1.714268157697379806e-03,1.318080439120018462e-03
1.762669574930158189e-04,1.842010415935135988e-03,1.385296094860044569e-03
1.925081183637410978e-04,1.978630925169361145e-03,1.478928682743911116e-03
1.921411127471427333e-04,2.177394609128098252e-03,1.628602231625478390e-03
2.094064416342914002e-04,2.478092946042119524e-03,1.842526873525248809e-03
2.509352196809182950e-04,2.744281588102797254e-03,2.170488824044531327e-03
2.620990184916319036e-04,3.147422306024588896e-03,2.264462671115947175e-03
2.664887292753744105e-04,3.467667337428090909e-03,2.584724830550595362e-03
2.948981549037565236e-04,4.094003951340784500e-03,3.082773883969594595e-03
3.526826553861876442e-04,5.037486342178189302e-03,3.915943365324724319e-03
4.080326659410470568e-04,6.530869727544665049e-03,5.307278915358622576e-03
1.027540490124141323e-03,1.016724758112727035e-02,9.954197306031717027e-03
2.998473495498664432e-03,3.099487157945313501e-02,1.057311930413147721e-01
1.594511196315478475e-03,4.191632926170718587e-02,2.861944909387597463e-02
1.571765118199197316e-03,4.099378177721904604e-02,2.661228103771316397e-02
5.606250566919977014e-04,1.377620301188203951e-02,9.479620187598711972e-03
3.860235999011413363e-04,8.223377457195729656e-03,5.968174410122260506e-03
3.350507640714842366e-04,5.905902132150118305e-03,4.844543879648657500e-03
3.106407815046626809e-04,4.614573517086803349e-03,3.937775017964970786e-03
2.789699212935454727e-04,3.868236025420017810e-03,3.274783073197892920e-03
2.724572935240940656e-04,3.304768101109596418e-03,2.705772988946436412e-03
2.697481255346920095e-04,2.924656383805227487e-03,2.414896175789980805e-03
2.723789741869115733e-04,2.610779028233551052e-03,2.143945958908361100e-03
2.567859953907597687e-04,2.370599055354928684e-03,1.957423853092256361e-03
2.650177507533780716e-04,2.221480208845256696e-03,1.875106692123270019e-03
2.590166498804876826e-04,2.054847311193426333e-03,1.737342386527798276e-03
2.740720390416443082e-04,2.008473428935705733e-03,1.733513842265014138e-03
2.614684249915928053e-04,1.988243472776134429e-03,1.693445237831438591e-03
2.528286804071928537e-04,1.831769514595649314e-03,1.605380130728244420e-03
2.822310599010741474e-04,1.836091626457990065e-03,1.598261880093328636e-03
2.842595077218702197e-04,1.798684887224849408e-03,1.639333654798454370e-03
2.958307083924332191e-04,2.650644084094357956e-03,1.942929312158254464e-03
2.994041187826105600e-04,2.032344695341486811e-03,1.452694275453433317e-03
3.085805323114665290e-04,1.930151513128444208e-03,1.343505752249893282e-03
3.297750229943270162e-04,2.248206787337799547e-03,1.305976018351268780e-03
3.200873837761247982e-04,2.276278614989513810e-03,1.262457774652635690e-03
4.051161008451638866e-04,2.668899964448885088e-03,1.225998173963933815e-03
3.218901730817730041e-04,2.631374347691801691e-03,1.132583427238976776e-03
3.220156997716875757e-04,2.823316328808746483e-03,1.076187258186682471e-03
3.408700022121335330e-04,2.753833702009312028e-03,1.051285869722427650e-03
3.126548199194049320e-04,2.490824816477875316e-03,1.036502879367053476e-03
3.088097672832785840e-04,2.263610037394008997e-03,9.963972809798914750e-04
2.999287952956684921e-04,1.931556168577400374e-03,9.227841813423358483e-04
3.133331194294189403e-04,1.849567385398735589e-03,9.191926552143505399e-04
3.029292096144320530e-04,1.641118598162446011e-03,9.176483256552706198e-04
2.902819449512174612e-04,1.536508769388813308e-03,9.094541834932018311e-04
3.060032330579799285e-04,1.488991649958797342e-03,8.804597772789784799e-04
2.865059918003565729e-04,1.432136147128441461e-03,8.623282578240271980e-04
2.744691840516991785e-04,1.370366856446851404e-03,8.611052494943895880e-04
2.822861166872945660e-04,1.302267767425309246e-03,8.605942203029425626e-04
2.892818065869419961e-04,1.301603797297292342e-03,8.407373579946658508e-04
2.901288502686524807e-04,1.243613963268495751e-03,8.528574886600995232e-04
2.889276533057044769e-04,1.331571336896482426e-03,8.358962707692567688e-04
2.989277006475300584e-04,1.318936211645759232e-03,8.485306925954991903e-04
2.987054948741195686e-04,1.427023127813824115e-03,8.342764502991483443e-04
3.107029427904635312e-04,1.558394711926249345e-03,8.868044937924404649e-04
3.014894235330578000e-04,1.689406864056236784e-03,9.601239916831863161e-04
3.265183173709544206e-04,2.027359096040959752e-03,1.042762144571814402e-03
3.276016837324154216e-04,2.774621487032355970e-03,1.318232791946710161e-03
3.706607154779413028e-04,3.711131350528166280e-03,1.693143198349874104e-03
4.244920946096118666e-04,7.051686581746757256e-03,3.123415123989507075e-03
2.315825896199906041e-03,7.456837606382506201e-02,2.836216763710474112e-02
5.385318173430187578e-04,1.061974552218336067e-02,4.637316716284807343e-03
4.466137037451383914e-04,5.589417966987792960e-03,2.338404251135644922e-03
4.467906337825157501e-04,3.680293967833205785e-03,1.691248560155926431e-03
4.171899058663037282e-04,2.753540716127492443e-03,1.280846988249417610e-03
4.031784088268277190e-04,2.305038811736164536e-03,1.109943261279329940e-03
4.418324894693835027e-04,1.970170636877597789e-03,9.897248498507889031e-04
4.204274232058713531e-04,1.766370913002140433e-03,9.048214524947000102e-04
4.395060646153523920e-04,1.631982643728907122e-03,8.348602443390625320e-04
4.768365171186992203e-04,1.531086228833060652e-03,8.374224685171903146e-04
4.552133078883509841e-04,1.427929704547596353e-03,7.995897275130590910e-04
4.746826959705549294e-04,1.348366209958290051e-03,7.663311370379263408e-04
4.722939427624190615e-04,1.299605475144175425e-03,7.243896989825946570e-04
4.600211561578096842e-04,1.245191270112444874e-03,7.112398841074552263e-04
4.789277949707179205e-04,1.214018498614826162e-03,7.194607029278951441e-04
4.861320249368522388e-04,1.157328098969570172e-03,7.057142803329675322e-04
4.816351349353524482e-04,1.130255581845392978e-03,6.887189705288747701e-04
5.154039362116662410e-04,1.138971914692928945e-03,6.644899166971283489e-04
5.108426177411150553e-04,1.115463176913197331e-03,6.785538982362009476e-04
5.259146491435857202e-04,1.127895456727598519e-03,6.825782762241070466e-04
4.959089883029248321e-04,1.081576620466162932e-03,6.607639209986104680e-04
5.120303963370316774e-04,1.019183993835993214e-03,6.344855658651555761e-04
5.451786824987832954e-04,9.846793150740580126e-04,6.507422487306004045e-04
5.209548800057993640e-04,9.881923236884056563e-04,6.533579416570091218e-04
5.342575128566347687e-04,9.753982882024424218e-04,6.295308162205752846e-04
5.304658419746130071e-04,9.393162275525350187e-04,6.297660748666747367e-04
5.319158015562995166e-04,9.272100790641332052e-04,6.484363655001072410e-04
5.495261309449396211e-04,9.679259769611393881e-04,7.080737617163822793e-04
5.491731012938364052e-04,1.264261397564439950e-03,1.176617482966233440e-03
5.668599894628792131e-04,1.118465716577532248e-03,1.068623966937083019e-03
5.567769096417869538e-04,9.453036811372359004e-04,6.654400969169152469e-04
5.523224063371938745e-04,9.144420236539926210e-04,6.273573427197003203e-04
5.711221326254719904e-04,9.044837143430582097e-04,5.970147518499551104e-04
5.326108042064622589e-04,8.839676885906010313e-04,5.690440816801959137e-04
5.734073082492583198e-04,8.693120583528339725e-04,5.963115463325261789e-04
5.917172377561625901e-04,8.795265311491784000e-04,5.968208745934940572e-04
5.842012218304264365e-04,9.311738078500650384e-04,5.894351412671342992e-04
6.294435459812422430e-04,8.919893008101824686e-04,6.168809650963832242e-04
6.346794791563697188e-04,9.544196277152922590e-04,6.426938843721430707e-04
6.531986678343659498e-04,9.557109672178740667e-04,6.367373659896051171e-04
7.044978767182640683e-04,9.437482600659919665e-04,6.599136417502951936e-04
6.816508590363842433e-04,1.032979073692081575e-03,7.114596015391583348e-04
6.476668306364888198e-04,1.030182440007144365e-03,7.551081533524046626e-04
7.026317708615493996e-04,1.168465416709979715e-03,8.129133732742732134e-04
7.174441467495912359e-04,1.256222056892915056e-03,8.935441186138854460e-04
1.169357892404410126e-03,1.503312449924392152e-03,1.091374397839261958e-03
1.212629022739159521e-03,2.689321088847619959e-03,2.552169916774053773e-03
2.111967347228824437e-03,2.629902254063842381e-03,2.105789322520342302e-03
3.943160483395104568e-03,4.632636237992804155e-03,3.752600832690378054e-03
6.684752378651677256e-03,3.499064371170606397e-02,1.661145439265551693e-02
1.936206443466195184e-03,7.636181052974152540e-03,4.384509160351150736e-03
1.174341153446558381e-03,3.483508352006152702e-03,2.172911479802020190e-03
1.070077053290705623e-03,2.670120678632015819e-03,2.395874825133285143e-03
9.126929211271490525e-04,1.868550019099935681e-03,1.346238743488794003e-03
8.594557238167568197e-04,1.538875076935771217e-03,1.168330667669022910e-03
8.531426893180516250e-04,1.406330258107981726e-03,1.045231542561902505e-03
8.857363985020210188e-04,1.255638928850541947e-03,1.028054702518932167e-03
1.120552543775931321e-03,1.237668375045925450e-03,1.065133277160454969e-03
8.125703977875836691e-04,1.146228488415722800e-03,1.042484619182652188e-03
8.201649304766819946e-04,1.094041179426818262e-03,1.074397425949045722e-03
8.884545618249378111e-04,1.060444723316065693e-03,1.088585421394066980e-03
8.403767161050748613e-04,1.055768356590490106e-03,1.117841443303531097e-03
8.201658334339684102e-04,1.055848938851013065e-03,1.097572353601125594e-03
8.315832590615552990e-04,1.002478266304723939e-03,1.092061858350075985e-03
8.496251002616146686e-04,1.046058765633781518e-03,1.148232635376513454e-03
8.558996253592701447e-04,1.068750860498429928e-03,1.311233589146809653e-03
